name,x,y
Euclid Beach,-81.5714,41.5824
Metropark,-81.4795,41.6387
Overlook Beach Park,-81.3784,41.7126
Headlands Beach,-81.2912,41.7587
Geneva/Chestnut Beach,-80.9306,41.8637
Saybrook,-80.878,41.8777
Walnut Beach,-80.809,41.9028
Conneaut Lighthouse Park,-80.5642,41.9655
Port Maitland,-79.5839,42.8573
Reebs Bay,-79.3037,42.8776
Point Abino,-79.1003,42.8441
Sterling State Park,-83.3312,41.9097
Toledo Beach,-83.4075,41.8331
Luna Pier,-83.4407,41.8087
Whiting,-87.4913,41.6854
Ogden Dunes West Beach,-87.2077,41.6274
Dunes Acres Beach,-87.0812,41.6578
Porter Beach,-87.0681,41.662
Indiana Dunes,-87.0347,41.6736
Beverly Shores,-86.9798,41.6949
Washington Park,-86.9023,41.73
Ludington State Park,-86.5088,44.0304
Charles Mears State Park,-86.4362,43.7966
Silver Lake,-86.5416,43.6553
White Lake Channel,-86.4289,43.3762
Duck Lake,-86.4085,43.3394
Pioneer Park,-86.373,43.2805
Muskegon,-86.35,43.2432
Norton Shores,-86.2982,43.1645
Grand Haven,-86.2581,43.0569
Port Sheldon,-86.2174,42.9105
Holland Light House,-86.2172,42.7729
Saugatuck Dunes,-86.2093,42.7011
Oval Beach,-86.2192,42.6639
South Haven North Beach,-86.2879,42.4033
Van Buren State Park,-86.3104,42.3377
Covert Park Beach,-86.3304,42.2986
St. Joseph North Beach,-86.4672,42.1361
St. Joseph South Beach,-86.4907,42.1108
Warren Dunes,-86.6076,41.9209
Gordon Beach,-86.7055,41.8297
New Buffalo,-86.7492,41.8028
Garden Peninsula,-86.5876,45.6621
Rock Island,-86.8194,45.4059
Algoma,-87.4285,44.6087
Point Beach,-87.4988,44.2049
North Point/The Elbow,-87.6947,43.7644
Kohler-Andrae State Park,-87.7144,43.6664
Harrington Beach,-87.7915,43.4916
Port Washington,-87.8632,43.3907
Big Whitefish Bay,-87.8913,43.1148
Bradford Beach,-87.8725,43.0609
McKinley Beach,-87.8814,43.0531
Grant Park,-87.8456,42.928
Wind Point,-87.7573,42.7826
Racine,-87.7773,42.7245
Seol Choix Point,-85.9115,45.9188
North Point Beach-Winthrop Harbor,-87.7993,42.4774
Illinois State Beach,-87.8027,42.4373
North Avenue Beach,-87.8026,42.4127
Lake Forest Beach,-87.8243,42.261
Rosewood Beach,-87.7677,42.1664
Tower Road,-87.7298,42.1169
Gilson Beach,-87.6811,42.0788
Dempster Street,-87.6697,42.0417
Touhy Beach,-87.6607,42.012
Montrose Avenue,-87.6378,41.9685
Promontory Point/57th Street Beach,-87.5767,41.7946
Portage Lakefront,-87.1794,41.6312
Fort Wilkins State Park,-84.7484,45.7856
Trails End Bay,-84.7946,45.7545
Charlevoix,-85.2655,45.3208
Sleeping Bear Dunes,-86.0728,44.8652
Empire Beach,-86.1066,44.7343
Frankfort Beach,-86.2478,44.634
Elberta Beach,-86.2435,44.624
Orchard Beach,-86.318,44.2816
Manistee Pier,-86.3456,44.2528
Horseshoe Bay,-84.7292,45.9539
Mackinac Island,-84.6104,45.8673
De Tour,-84.0507,45.9632
P.H. Hoeft State Park,-83.8799,45.4685
Rogers City Beach,-83.8062,45.4196
Thompson Park,-83.5753,45.3505
Bayview Park,-83.4316,45.0578
Harrisville,-83.295,44.6455
Oscoda Beach Park,-83.3166,44.487
Tawas Point,-83.4566,44.2463
Albert Sleeper State Park,-83.208,43.983
Bay City Beach,-83.9074,43.6737
Oak Beach,-83.1259,43.9991
Port Crescent State Park,-83.0733,44.0022
Forester,-82.5655,43.4993
Lexington,-82.5262,43.2621
Lakeport,-82.4917,43.1264
Lakeside Park,-82.4277,43.0207
South Shore- Manitoulin Island,-82.1539,45.5975
Sauble Beach,-81.2739,44.6297
Wasaga Beach,-80.0246,44.5244
MacGregor Point,-81.4869,44.4144
Kincardine,-81.6441,44.178
Goderich Salt Mines,-81.7281,43.739
Bayfield Harbor,-81.7087,43.5688
Grand Bend,-81.7675,43.3145
The Pinery,-81.8453,43.2658
Ipperwash,-81.9385,43.2256
Kettle Point,-82.0232,43.1832
Canatara Beach,-82.4073,43.0056
Neys Provincial Park,-86.5829,48.7254
Red Sucker Point,-86.4679,48.7656
Pukaskwa National Park,-86.2704,48.5434
Lake Superior Park/Gargantua,-84.9585,47.5552
Porcupine Mountains State Park,-89.997,46.6939
Misery Bay,-89.012,46.9986
McLain State Park,-88.6081,47.2392
Sand Bay,-88.3643,46.8589
Great Sand Bay,-88.448,47.3794
Bete Grise Bay,-87.9616,47.3749
Big Bay,-87.709,46.8294
Little Presque Isle Beach,-87.4802,46.6408
Hot Pond Beach,-87.3906,46.5724
Shiras Park,-87.3797,46.5576
Laughing Fish Point Beach,-87.012200000000007,46.5363
Shelter Bay,-86.9416,46.4735
Au Train Bay,-86.8552,46.4481
Twelve Mile Beach,-86.3615,46.5877
Grand Sable Dunes,-86.0678,46.6612
"Grand Marais Beach, Michigan",-85.9739,46.6818
Lake Superior Campground Beach,-85.7451,46.6798
Muskallonge Lake State Park,-85.6276,46.68
Whitefish Bay,-84.7834,46.4538
Madeline Island/Big Bay,-90.672,46.8104
Park Point,-92.0498,46.7319
Lester River,-92.0055,46.836
Brighton Beach,-91.9921,46.8429
French River,-91.8942,46.8962
Stoney Point,-91.8119,46.9281
Knife River,-91.7782,46.9437
Gooseberry Falls State Park,-91.4542,47.1414
Beaver Bay,-91.2886,47.2603
Temperance River Mouth,-90.8729,47.5527
Cascade River State Park,-90.4224,47.7329
"Grand Marais Beach, Minnesota",-90.331,47.749
Magney State Park,-90.0476,47.8147
The Zoo,-87.4023,46.5861
Rutherford Beach,-93.1243,29.7585
Dauphin Island,-88.117,30.229
West Pass,-87.737,30.239
Terry's Cove,-87.58,30.269
Alabama Point,-87.562,30.27
Spuds,-87.549,30.273
Mae's Beach,-93.6636,29.7489
Holly Beach,-93.46,29.769
Fourchon,-90.222,29.086
Grande Isle,-90.038,29.201
Chandeleur Islands,-88.823,29.894
Matagorda,-95.9756,28.5967
Quintana,-95.302,28.9324
Octagon,-95.2897,28.9437
Surfside,-95.2888,28.9444
Assholes,-95.2674,28.9653
Boilers,-95.187,29.0265
West Galveston,-95.0407,29.139
Jamaica Beach,-94.972,29.1798
91st St Pier,-94.8528,29.2499
61st Street,-94.8256,29.266
51st Street,-94.8153,29.2716
43rd St,-94.808,29.274
37th Street,-94.8015,29.2798
33rd St,-94.797,29.281
28th St,-94.7922,29.2842
Flagship,-94.7911,29.2868
Crystal Beach,-94.6323,29.4511
A-Frames,-94.5915,29.4703
Meacom's Pier,-94.4591,29.5217
Port O'Connor Jetties,-96.3232,28.4177
St. Joe's Island,-97.0437,27.846
Horace Caldwell Pier,-97.0528,27.827
Fish Pass,-97.1647,27.6763
J.P. Luby Surf Park,-97.1861,27.6433
Packery Channel Jetties,-97.2003,27.6168
North Padre Seawall,-97.2065,27.6055
Bob Hall Pier,-97.2191,27.5812
Port Mansfield,-97.2697,26.5613
South Padre Island,-97.1613,26.1074
Isla Blanca State Park,-97.1524,26.0696
Boca Chica,-97.1477,26.0612
Escolleras,-97.784,22.266
Playa Norte,-96.161,19.219
Marti,-96.119,19.174
Destapador,-96.101,19.162
Tampi,-96.098,19.105
Costalitos,-96.096,19.104
Camaronera,-95.832,18.82
Puerto Morelos,-86.8763,20.8228
Marlyn Beach,-86.7628,21.1032
Forum Beach,-86.7452,21.1333
Playa Chacarita,-84.7697,9.9776
Carate,-83.3402,8.3955
Hog Hole,-83.2884,8.375
Matapalo,-83.2833,8.3823
Pan Dulce,-83.2761,8.3879
Pavones,-83.1395,8.3949
Zancudo,-83.129,8.504
Punta Banco,-83.135,8.353
Eclipse,-82.9519,8.2064
Punta Burica,-82.9159,8.0537
Bluff Beach,-82.245,9.4
Dumpers,-82.235,9.382
Paunch,-82.238,9.374
Careneros,-82.226,9.355
Silverbacks,-82.205,9.361
Bocas del Toro,-82.202,9.389
Wizard Beach,-82.195,9.35
Tortuguero Beach,-83.106,10.0128
Cocaïne Point,-83.0664,10.0135
Playa Bonita,-83.0617,10.0114
Roca Alta,-83.0411,10.0096
Isla Uvita,-83.0092,9.9956
Westfalia,-83.005,9.94
Barco Quebrado,-82.9938,9.9268
Cahuita,-82.8521,9.7462
Playa Negra - Limon,-82.8469,9.7422
Salsa Brava,-82.7527,9.6612
Playa Cocles,-82.737,9.653
Little Shoal,-82.7196,9.6469
Punta Uva,-82.6886,9.6462
Playa Grande,-82.6663,9.6319
Manzanillo (Limón),-82.6365,9.6395
El Bajo,-79.6612,0.9953
Balao,-79.6766,0.9854
Tonsupa,-79.8141,0.8937
Atacames,-79.8494,0.8772
Punta Tonchigue,-79.8866,0.8681
Punta Galera,-80.0483,0.8237
Estero de Platano,-80.0901,0.778
Muisne,-80.056,0.6351
Mompiche,-80.0346,0.5062
Punta Suspiro,-80.0454,0.494
Portete,-80.0478,0.4933
Bocana del Cojimies,-80.0613,0.3833
Pedernales,-80.0661,0.0737
Arashi,-70.061,12.618
Dunes/Dooms,-70.0448,12.6166
Druif,-70.0321,12.6071
Urirama,-70.0166,12.5917
Wariruri,-69.9877,12.5589
Andicuri,-69.9559,12.5382
Dos Playas,-69.932,12.529
Rodgers Beach,-69.887,12.414
Boca Pistol,-69.0298,12.2446
Playa Kanoa,-68.866,12.175
Boca Sint Joris,-68.8055,12.1287
Klein,-68.649,11.999
Duppies,-59.6471,13.3168
Maycocks,-59.6499,13.2955
Tropicana,-59.6431,13.2194
Sand Bank,-59.5295,13.2204
Sandy Lane,-59.6389,13.172
Batts Rock,-59.6369,13.1348
Tent Bay,-59.513,13.2128
Ragged Point,-59.4308,13.1628
Crane Bay,-59.4439,13.1063
Long Beach,-59.501,13.0566
Silver Sands,-59.5173,13.0466
Brandon's,-59.6084,13.0762
Hastings,-59.5877,13.0731
Freights Bay,-59.5354,13.0527
South Point,-59.5305,13.046
Surfer's Point,-59.5045,13.052
Cattle Wash,-59.5295,13.22
Soup Bowl,-59.5218,13.2153
Parlour,-59.5178,13.2145
Conset Point,-59.4621,13.1855
Southlands,-64.7951,32.2643
Grape bay,-64.7675,32.2817
Hungry bay,-64.7602,32.2881
Tucks,-64.6806,32.3345
Hamilton,-64.784,32.3063
Fajazinha,-31.26,39.42
Faja dos Cubres,-27.964,38.645
Faja do Belo,-27.943,38.633
Direita do Passe,-27.933,38.629
Feiticeiras,-27.927,38.63
Esquerda da Igreja,-27.926,38.627
Lago do Linho,-27.924,38.625
Faja Dos Vimes,-27.964,38.593
Ponta do Queimado,-27.367,38.774
Terreiro,-27.272,38.653
Salga,-27.098,38.646
Contendas,-27.078,38.645
Sao Fernando,-27.062,38.676
Pescador,-27.059,38.677
Santa Catarina,-27.044,38.708
Praia da Vitoria,-27.059,38.719
Ponta Negra,-27.058,38.676
Vila Nova,-27.129,38.792
Quatro Ribeiras,-27.186,38.796
Mosteiros Left,-25.826,37.893
Rabo de Peixe,-25.587,37.815
Mosteiros Right,-25.825,37.895
Praia dos Mosteiros,-25.825,37.895
Praia de Santa Barbara(Areias),-25.55,37.821
Monte Verde,-25.528,37.827
Santa Iria,-25.471,37.831
Santa Clara,-25.683,37.732
Populo,-25.624,37.75
Santa Cruz,-25.565,37.742
Agua de Alto,-25.474,37.715
Vila Franca,-25.444,37.709
Ponta Garca,-25.343,37.723
Ribeira Quente Left,-25.308,37.727
Ribeira Quente Right,-25.303,37.731
Ponta Paul,-17.2382,32.7656
Paul do Mar,-17.2306,32.756100000000004
Ponta Pequena,-17.2203,32.7477
Jardim do Mar,-17.2113,32.7377
Madalena do Mar,-17.137,32.7
Faja da Areia,-17.0392,32.8122
Ribeira da Janela,-17.1487,32.8509
Lugar de Baixo,-17.062,32.668
Ponta Delgada,-16.991,32.832
Porto da Cruz,-16.821,32.769
Ponta de Tristao,-17.188,32.87
Achadas da Cruz,-17.2179,32.8546
Machico,-16.7591,32.7138
Supertubes (Vila Baleira),-16.346,33.047
Playa de Nogales,-17.7399,28.7599
La Caleta,-16.7906,28.3768
Playa de la Arena,-16.8415,28.2297
Punta Blanca,-16.838,28.2134
La Izquierda / Spanish Left,-16.7384,28.0592
Derecha del Cartel,-16.7375,28.0591
El Conquistador,-16.7379,28.0577
La Fitenia,-16.7385,28.0552
Las Galletas,-16.6553,28.0042
El Confital - Tenerife,-16.5693,28.0285
El Medano,-16.5422,28.0401
Playa El Poris,-16.4321,28.1529
Playa del Topuerque,-16.4083,28.2322
Playa de la Entrada,-16.3627,28.3252
Playa de Lima,-16.3654,28.3392
Playa de las Caletas,-16.3608,28.3785
Playa de la Nea,-16.3184,28.4041
Playa del Muerto,-16.2914,28.4267
Playa de las Teresitas,-16.1859,28.5086
Playa de las Gaviotas,-16.1722,28.5157
Playa del Llano,-16.1568,28.5222
Playa de Benijo,-16.1854,28.5764
Playa de Ijuana,-16.127,28.5449
Playa de San Roque,-16.208,28.5697
Playa Fajana,-16.2774,28.5714
Playa El Troche,-16.3107,28.5715
Roque Dos Hermanos,-16.3128,28.5733
Fuera de la Bajeta,-16.3349,28.5707
Punta del Hidalgo,-16.3353,28.5687
Bajamar,-16.3432,28.5578
El Charco ,-16.3438,28.5572
Los Platos-La Orrotava,-16.5097,28.4228
Playa Martianez,-16.5412,28.4176
Playa del Socorro,-16.6038,28.3959
Playa de Veneguera,-15.7919,27.8466
Tauro,-15.7328,27.7948
Arguineguin,-15.6866,27.761
Playa de las Mujeres,-15.6118,27.744
Meloneras,-15.6094,27.7426
Derecha del Faro,-15.5985,27.7338
Maspalomas,-15.5977,27.7343
Playa del Ingles,-15.5656,27.7548
Playa del Cardon,-15.4909,27.7907
Mosca Point,-15.4144,27.8361
La Izquierda del Muelle,-15.392,27.8453
Playa del Hombre,-15.3739,27.997
La Laja,-15.4181,28.0594
Playa de Guanarteme,-15.4532,28.1284
Quintanilla - Gran Canaria,-15.5457,28.1473
El Lloret,-15.4521,28.1307
La Cicer,-15.4484,28.1311
La Barra - Las Canteras,-15.4368,28.1447
El Confital,-15.4355,28.158
Corralejo Beach,-13.8275,28.6966
Los Enanos,-15.5508,28.1474
Molokai,-15.5541,28.1471
El Comedor,-15.5571,28.1475
Boquines,-15.5604,28.1477
La Derecha del Altillo,-15.5677,28.1474
El Paso,-15.5765,28.1461
Vagabundo,-15.5991,28.1456
El Fronton ,-15.6538,28.1657
Bocabarranco - Gran Canaria,-15.6659,28.1586
Generosa,-13.8849,28.756
Bristol,-13.8734,28.7489
Rocky Point,-13.8569,28.7328
Los Lobos,-13.8353,28.7503
Flag Beach,-13.8416,28.7229
Playa los Matos,-13.8313,28.6984
El Burro (Glasbeach),-13.83,28.69
Playa del Moro,-13.8321,28.6845
Playa La Cabezuela,-13.8269,28.6217
Playa Los Picachos,-13.8257,28.617
Playa del Perchel,-13.8296,28.5789
Playa de los Valdivias,-13.8293,28.5733
Majanicho,-13.9332,28.7493
The Bubble (Hierro Right),-13.9481,28.7442
Cotillo,-14.0104,28.6754
Playa Jarugo,-14.0482,28.5716
Caleta de Fuste Beach,-13.8579,28.3949
Pozo Negro,-13.8951,28.3235
Playa de los James,-13.9311,28.2383
Playa Puerto Rico,-14.1712,28.1752
Jandia,-14.2713,28.1006
La Pared,-14.2256,28.2145
Shipwreck,-14.1784,28.3464
Playa del Esquinzo,-14.3027,28.0727
Cruz Roja,-14.3313,28.0437
Playa de Cofete,-14.3902,28.1118
Playa de las Pilas,-14.4478,28.0729
Playa Barlovento,-14.3363,28.1331
Las Salinas,-14.4774,28.0769
La Corniche - Sahara,-13.3922,27.1905
Foum el Oued,-13.3973,27.1799
Al Marsa,-13.4295,27.0639
Laâyoune Plage,-13.4343,27.0518
Playa del Medano,-13.485900000000001,26.9216
Zbarat,-13.4916,26.9144
Tarf Noa,-14.2075,26.3866
Msdoud,-14.5001,26.1318
Tarf Entayreft,-15.5842,24.0749
Pointe de l'Or,-15.7482,23.96
Foum El Bouir,-15.8058,23.9222
Westpoint,-15.9262,23.7677
Dakhla,-15.955,23.7269
Playa de los Arcipreses,-15.9667,23.7
Playa de la Sistia,-15.9869,23.6763
Ponta Negra - Western Sahara,-15.9996,23.6325
Chhoucha,-15.9667,23.5
Untouchables,-15.9693,23.4906
Patos,-15.9559,23.4818
Garitas,-15.9833,23.4167
Lagtoua,-16.1206,23.2263
Candelaria,-16.1948,23.1126
Plage al Mahariyat,-16.5651,22.2848
La Gouira,-17.0947,20.8258
Cap Blanc,-17.046,20.7706
St. Louis,-16.512,16.008
Yene,-17.1866,14.648
Dakar,-17.45,14.68
La Gauche de Tubab Dialaw,-17.1503,14.5952
Pierre de Lisse,-17.1428,14.5796
Popenguine,-17.1087,14.5489
Somone,-17.0848,14.4882
Corniche Ouest,-17.471,14.675
Ouakam,-17.492,14.714
Vivier,-17.513,14.734
Secret Spot,-17.517,14.737
Club Med,-17.529,14.74
Baie des Carpes,-17.526,14.752
Ngor Rights,-17.518,14.755
Ngor Left,-17.512,14.757
Le Virage,-17.496,14.757
Yoff Beach,-17.464,14.765
Cap Skirring,-16.7442,12.381
Bureh Beach,-13.1558,8.2112
Cassava,-11.386,6.7443
Cotton Trees,-11.3828,6.7492
Robertsport,-11.384,6.739
Mumba Point,-10.815,6.323
Fisherman's Point,-11.38,6.753
Dorothy's,-10.8145,6.3225
Bernard Beach,-10.7578,6.2713
Coopers Beach,-10.6836,6.2314
Tropicana,-10.6726,6.2283
Tico's,-10.0277,5.8397
San Pedro,-6.6256,4.7251
Grand Drewin,-6.1466,4.9135
Sassandra,-6.082,4.954
Dagbego (Dabego),-5.9727,4.9839
Dagbego,-5.973,4.995
Grand-Lahou,-5.025,5.135
Plage de Lido,-4.0014,5.2523
La Passe,-3.714,5.191
Assinie,-3.291,5.127
Assini,-2.89,5.04
Ankobra,-2.2654,4.8873
Axim,-2.246,4.858
Mutrakni Point,-2.1708,4.8056
Cape Three Points,-2.086,4.744
Katakor,-2.046,4.751
Dixcove,-1.9443,4.7901
Busua Beach,-1.93,4.808
Betty's,-1.782,4.874
Takoradi,-1.7468,4.8721
Fort Sebastian,-1.635,4.98
Elmina,-1.347,5.086
University,-1.242,5.103
St. Charles,-0.616,5.337
Fort Good Hope,-0.4855,5.3872
Tills,-0.4667,5.4154
Fete,-0.462,5.419
Nyanyanu,-0.4012,5.4679
Krokrobite,-0.354,5.496
Accra,-0.21,5.53
Labadi Beach,-0.142,5.56
Coragi,-23.522,14.903
Cocos Beach Praia,-23.506,14.9164
Salamansa,-24.9514,16.9068
Miradouro,-24.9019,16.8701
Sabi Sabi - São Nicolau,-24.3642,16.5686
Curral Joul,-22.9897,16.7316
Fontana,-22.982,16.742
Alibaba,-22.9849,16.7205
Monte Leão,-22.9731,16.6958
Palmeira,-22.9797,16.7475
Monte Grande Beach,-22.8985,16.8105
Rife,-22.9511,16.6454
Ponta Preta,-22.931,16.606
Ponta do Sino,-22.9288,16.5869
Boa Vista Bahia,-22.9129,16.1655
Santa Maria,-22.9169,16.5887
Spoutnik,-22.9004,16.5948
Fragata,-22.8955,16.6197
Praia de Chaves,-22.9231,16.1074
Ponta Brava,-23.7599,15.2696
Yoyo,-12.9846,27.8866
Casamar,-12.9311,27.9464
Tarfaya,-12.9272,27.9476
El Ouatia,-11.3988,28.4168
Tan-Tan Plage,-11.3384,28.4984
Plage Blanche,-10.7901,28.8758
Plage Blanche,-10.6065,28.9779
Boats point,-10.2351,29.3111
Sidi Ifni,-10.1782,29.3851
Legzira,-10.1172,29.4466
Id Bouchini,-10.0676,29.5376
Playa de Tamajarusch,-10.0602,29.5518
Mirleft,-10.0391,29.5931
Azrau Zouggaghne,-9.8495,29.7907
Amane Imodane,-9.8415,29.7988
Sidi Moussa d'Aglou,-9.8327,29.8136
Sidi-Rbat,-9.6698,30.0882
Tifnit,-9.6434,30.2018
Agadir,-9.6064,30.4078
Banana Point,-9.6829,30.5014
Spiders,-9.6854,30.5031
Devils Rock,-9.6869,30.5055
Panorama Point  ,-9.7112,30.5425
Mysteries,-9.716,30.545
Anchor Point,-9.7256,30.544
Killers,-9.7388,30.5497
The Boiler,-9.879,30.6222
Tamri,-9.8609000000000009,30.7131
Imsouane (Cathedral Point),-9.823,30.8371
Tafedna,-9.8244,31.096
Imsouane,-9.811,30.8371
Tassaksout n-Tahna,-9.8325,31.1549
Imouftas,-9.8194,31.1796
Iftane,-9.8153,31.1947
Plage Takaouch,-9.8008,31.2793
Plage Azrou,-9.7947,31.3178
Sidi Kaouki ,-9.8003,31.3529
Tagrioualet,-9.814,31.3821
Cap Sim,-9.8248,31.3829
And Tikinet,-9.8411,31.3927
El Ma Lahlou,-9.815,31.4299
Lkarkoura,-9.789,31.4584
Ord Omar,-9.7781,31.4792
Essaouira,-9.7699,31.4986
The Money Wave,-9.2596,32.2305
Safi,-9.2585,32.3185
Lbarkou,-9.2473,32.4246
Mgad Jmel,-9.2378,32.4447
Azalai Beach,-9.2415,32.5725
Ouljat Oulad Said,-9.1677,32.6261
Ouljat Ezzaouia,-9.1543,32.6367
Ouljat Oulad Ali,-9.131,32.6549
El Oualidia,-9.0427,32.7417
Fetissa,-8.9715,32.7895
Douar El Haitat,-8.9425,32.8107
Oulad Ghanem,-8.8769,32.8648
El Mkitaa,-8.8309,32.907
Sidi Abed,-8.7488,32.9984
Sidi Bouzid,-8.557,33.23
El Jadida,-8.4915,33.2495
Haouzia,-8.3637,33.3056
Plage Azemmour,-8.3501,33.312
Plage Half Moon,-8.0985,33.4263
Jack Beach,-7.8848,33.5093
Dar Bouazza,-7.8175,33.5364
Ain Diab,-7.6918,33.5892
Paloma,-7.4587,33.6714
Loualja,-7.2714,33.7753
Eden Island,-7.2645,33.7801
Choudir,-7.2563,33.7821
Bouznika Plage,-7.1521,33.8255
Oued Cherrat,-7.1292,33.8318
Plage de Skhirat,-7.0531,33.8699
Plage Les Princesses,-6.9825,33.9108
Plage de Temara,-6.9533,33.9318
Doura,-6.8373,34.0374
Plage des Nations,-6.7395,34.1522
Plage Sidi Boughaba,-6.6983,34.2187
Mehdya Plage,-6.6818,34.2595
Plage Chelihate,-6.6738,34.269
Marsat Gaayad,-6.4622,34.5661
Moulay Bousselham,-6.3036,34.8768
Hjar Lamaarrad,-6.2856,34.9034
Hofret Jmal,-6.2826,34.9098
Kofe Hmam,-6.2761,34.9256
Larrache,-6.1537,35.2062
Plage Ras Rmel,-6.1494,35.2133
Plage Mhibet,-6.0626,35.4232
Briech,-6.0104,35.5338
Mrah Sebiti,-5.9725,35.6497
Plage de Sidi Kacem,-5.9443,35.738
Achakar,-5.9374,35.7664
Cap Spartel,-5.937,35.7745
Plage Sol,-5.9311,35.7771
Plage Oued Lihoud,-5.8345,35.7943
Plage El Amine,-5.3515,35.8087
Eden Plage,-5.3506,35.7989
Martil,-5.2731,35.6272
Plage Taghassa,-4.7326,35.2221
Plage Sbae Bibane,-4.3324,35.1565
Plage Torres,-4.326,35.1576
Plage Souani-Sfiha,-3.9,35.2
Plage Sfiha,-3.8938,35.2085
Plage Tayt,-3.876,35.2029
Plage Tanda,-3.8032,35.2035
Plage Harch,-3.784,35.2142
Horcas Coloradas,-2.9431,35.3045
Dalila Point,-2.936,35.2818
Pico del Chino,-2.9353,35.2789
La Derecha,-2.9331,35.2779
La Izquierda,-2.9315,35.2766
Dique Sur,-2.9273,35.2766
Plage Club Asasoon,-2.4061,35.137
Fuengirola,-4.6207,36.536
Playa de la Carihuela,-4.501,36.609
Los Alamos,-4.478,36.642
Playa del Dedo,-4.349,36.716
Playa de Carchuna/Calahonda,-3.418,36.693
Playa Serena,-2.633,36.712
Los Genoveses,-2.1202,36.745
Cueva del Lobo,-1.837,37.115
Alicante Platja de San Juan,-0.404,38.37
La Mata,-0.651,38.027
Cala Cerrada,-0.7215,37.9268
La Manga del Mar Menor,-0.72,37.662
Puerto Mar/La Mange del Mar Major,-0.716,37.651
Sagunto,-0.206,39.659
Malvarrosa Beach,-0.3229,39.4841
Playa de Levante,-0.319,39.466
El Saler,-0.3279,39.3822
Cullera/Jucar,-0.238,39.167
Platja de Xeraco,-0.193,39.049
Platja de l'Auir,-0.175,39.0249
Playa de Bellreguart,-0.1283,38.9635
Platja de Miramar,-0.1226,38.9573
Playa de Oliva,-0.0832,38.9221
Playa de Negrete,-0.0399,38.6051
Playa de Poniente,-0.1466,38.5361
Playa Muchavista,-0.4067,38.3955
Cala Cantalar,-0.4203,38.3537
Playa de la Albufereta,-0.4437,38.3631
Playa del Postiguet,-0.4779,38.345
Playa de Babel,-0.5081,38.3279
Playa del Saladar,-0.5207,38.2891
Playa del Cura,-0.6701,37.9765
Playa de Palo,-0.8137,37.7689
Playa del Barco Perdido,-0.7171,37.6531
Playa del Descargador,-0.7085,37.619
Cala Magre,-0.7243,37.605
Playa de Cal-Blanque,-0.7503,37.5976
Playa del Gorguel,-0.8769,37.5772
Playa de la Parajola,-1.0125,37.5805
Playa de Fatares,-1.0301,37.5791
Playa de Portus,-1.0714,37.5839
Playa de La Chapineta,-1.1745,37.5634
La Mojonera - Murcia,-1.2206,37.5738
Playa de Bolnuevo,-1.3057,37.5616
Playa de las Covaticas,-1.369,37.5376
Playa de Percheles,-1.3811,37.5296
Playa de Puerto Rey,-1.8098,37.2036
Playa de Carboneras,-1.8894,37.0028
Playa de los Corraletes,-2.2167,36.75
Playa del Bobar,-2.4046,36.8269
Playa de las Alberquillas,-3.8065,36.7487
Playa De Salon,-3.8777,36.7436
Lagos - Andalucia,-4.0229,36.7445
Faro de Calaburra - Andalucia,-4.6396,36.5065
Calahonda,-4.7118,36.488
Cabopino,-4.7432,36.4825
El Largo,-4.972,36.4784
Playa De Las Redes,-6.2756,36.5985
Playa de Valdegrana,-6.2266,36.5751
Cadiz,-6.2892,36.5199
Playa de la Victoria,-6.2795,36.5051
Playa de Camposoto,-6.2312,36.427
Conil de la Frontera,-6.097,36.274
El Palmar,-6.0739,36.231
Yerbabuena,-6.009,36.184
Barbate,-5.919,36.183
Los Caños,-6.0108,36.1819
Zahara,-5.8438,36.1285
Bolonia,-5.7678,36.0838
Playa de los Lances,-5.6281,36.0313
Playa de Getares,-5.4434,36.0946
Playa de San Amaro,-5.2998,35.8961
Eastern Beach,-5.3394,36.1474
Guadiaro Beach,-5.2699,36.2928
Playa de la Ribera,-5.3157,35.8872
Playa del Chorrillo,-5.3224,35.8851
Playa del Tarajal,-5.3435,35.872
Playa de Benitez,-5.3367000000000004,35.8946
Plage Oued Allyene,-5.6487,35.8275
Praia do Telheiro,-8.9787,37.0455
Beliche,-8.9646,37.0249
Tonel,-8.9526,37.0068
Mareta,-8.9388,37.0035
Praia do Martinhal,-8.9265,37.0186
Praia do Barranco,-8.8948,37.0422
Praia de Salema,-8.8244,37.0652
Vale Figueiras,-8.871,37.2485
Carrapateira,-8.9085,37.2024
Praia do Burgau,-8.7754,37.0716
Praia Da Luz,-8.7271,37.0848
Meia Praia,-8.6435,37.1105
Praia de Alvor,-8.6001,37.1227
Praia da Rocha,-8.5373,37.1108
Praia do Carvoeiro,-8.4724,37.0959
Praia da Corredoura,-8.4216,37.0874
Praia da Marinha,-8.412,37.0897
Praia dos Salgados,-8.3479,37.0969
Praia da Galé,-8.3204,37.083
Praia da Coelha,-8.2943,37.0734
Praia da Baleeira,-8.2614,37.0819
Praia do Túnel,-8.2536,37.0858
Praia da Oura,-8.2239,37.0854
Falesia,-8.1275,37.071
Praia de Faro,-7.9935,37.0051
Ilha do Farol,-7.8628,36.9723
Fuzeta Beach,-7.7443,37.0431
Arrifana,-8.8719,37.2938
Monte Clérigo,-8.8539,37.343
Amoreira,-8.8497,37.3533
Praia do Amado,-8.9038,37.1658
Praia da Murração,-8.9093,37.155
Praia da Pena Furada,-8.916,37.1472
Praia do Mirouço,-8.9186,37.1361
